58,2012,BLOG,jetsettimes.com,A,B,C,"    Ask a true local and the answer is bound to be Xi'an. # Xi'an, capital of China's beautiful Shaanxi province, is an intriguing juxtaposition of East"
59,2012,BLOG,jetsettimes.com,A,B,C,"  Rural China. Home of the Terracotta Army and Chinese rock star Zheng Jun, Xi'an is the place to go if you're looking for culture during the day and"
60,2012,BLOG,jetsettimes.com,A,B,C,"  Nan Guang Ji Jie Street, Beilin District, is a deep fried haven in Xi'an. Anything that is greasy and produces heart attacks can be found here, including"
61,2012,BLOG,jetsettimes.com,A,B,C,"  Beilin District, is usually where locals will tell you the nightclub scene is in Xi'an. But a good clubber will know One Plus One is the only way to"
62,2012,BLOG,jetsettimes.com,A,B,C,  rim. It's only fourteen RMB and is guaranteed to make your visit to Xi'an an unforgettable one. Jetset Times Categories About # Jetset Times'
63,2012,BLOG,lomography.com,A,B,C,"  had to see to it, at any cost, that I get to visit Xi'an to see the Terracotta with my very own eyes. I advise you do the"
64,2012,BLOG,lomography.com,A,B,C,"  activate JavaScript to see this gallery # For those unable to make the journey to Xi'an, some of the choicest specimens unearthed there form the centerpiece of two successive traveling"
65,2012,BLOG,...sspaceindustries.com,A,B,C,"  like a turtle -- the long neck protruding from the shell. And since the Xi'An are supposed to have influenced the design and they look like space turtles, I"
66,2012,BLOG,farecompare.com,A,B,C,"  doesn't mean the officials who regulate traveler behavior must also do so. At Xi'an Airport in western China in June 2010, for example, I was checked in"
67,2012,BLOG,...luminantpartners.com,A,B,C,"  also been trashed, shopping malls and stores burned, Japanese-branded products looted. In Xi'an, the mob even put a siege upon the Zhong Lou Hotel (international hotel"
68,2012,BLOG,...luminantpartners.com,A,B,C,"  trouble just to acquire this little hotel...  # This is a hotel in Xi'an, Shaanxi Province. The phone number tells. Well you can see what its"
69,2012,BLOG,fourhourworkweek.com,A,B,C,"  and intentional lifestyle so much further than anyone else. If you ever come through Xi'an, China, hit me up! # A big thank-you to Tim for introducing"
70,2012,BLOG,ministryoftofu.com,A,B,C,"  necklaces. #     published a photo of a young man in Xi'an who volunteered to stand in the street, warning those driving Japanese-brand cars of anti-Japanese"
71,2012,BLOG,ministryoftofu.com,A,B,C,"  his hand-written sign. #    : Salute to this citizen of Xi'an!!! At where he was standing, he brought some light to this"
72,2012,BLOG,nsnbc.wordpress.com,A,B,C,"  in February 2012 once more published in another Chinese commercial magazine, owned by a Xi'an based Chinese shareholding media company. # If interviewed today, Xi Jinping would probably"
73,2012,BLOG,...rthermalmagazine.com,A,B,C,"  . These programs include the Clean Tech Competition for high-school students in Northern California and Xi'an, China, as well as the United States and China 2013 Solar Decathlon competitions"
74,2012,BLOG,www10.giscafe.com,A,B,C,"  Consulting has so far set up branch offices in Shanghai, Guangzhou, Shenzhen, Xi'an, Wuhan and Nanjing with over 300 professional consultants. The company's business scope"
75,2010,MAG,TechReview,A,B,C,"  Asia and Europe. Inthe fall, it opened a research and development center in Xi'an, China, to capitalize on a growing market it sees in that country."
76,2009,NEWS,Atlanta,A,B,C,"  's Tiananmen Square. # My husband, Ed, and I were teaching in Xi'an in 1989, and the run-up to June 4 created a profusion of memories."
77,2009,NEWS,WashPost,A,B,C,"  NSO's tour of China and South Korea that will include performances in Beijing, Xi'an, Shanghai, Seoul and Goyang. # In Macau, the orchestra was meeting"
78,2009,ACAD,Archaeology,A,B,C,"  replicas of palaces and rivers of mercury. Other parts of the memorial complex in Xi'an have yielded incredible finds -- most famously, a life-size terracotta army 8,000 strong."
79,2009,ACAD,Archaeology,A,B,C,"  , former head of the Qin Shihuangdi Mausoleum Excavation Team, now a professor at Xi'an's Northwest University. DNA from a grave site for the tomb workers is now"
80,2009,ACAD,Archaeology,A,B,C,"  any other artifact, DNA needs context, something the "" foreign "" worker in Xi'an lacked. Chinese researchers have occasionally ignored this context. Even Duan admits that he"
81,2009,ACAD,Archaeology,A,B,C,"  in mystery. PHOTO (COLOR): East of the famed terracotta warriors in Xi'an, archaeologists found the remains of workers who built the mausoleum complex of China's"
82,2007,FIC,Bk:EmeraldCity,A,B,C,"  logo neatly embossed. Still a pro, I thought. "" You live in Xi'an, "" I remarked. "" We may go there, check out that clay"
83,2007,FIC,Bk:EmeraldCity,A,B,C,"  our unrecognizable voices, but her eyes were empty. "" Let's go to Xi'an, "" I said. "" It's supposed to be fascinating. "" Melissa"
84,2007,FIC,Bk:EmeraldCity,A,B,C,"  aloud: "" The Qin Terra-Cotta Warriors are one of the few reasons to visit Xi'an, an urban wasteland of uniform city blocks and Soviet style apartment buildings, but"
85,2007,NEWS,Chicago,A,B,C,"  it out. ""' # Chinese cuisine redeemed itself with a dumpling dinner in Xi'an.' # "" I love dumplings, and they must have served us 20"
86,2007,NEWS,Chicago,A,B,C,"  # With more than two weeks of heavy duty touring through Nanjing, Beijing, Xi'an, Guiyang and Shanghai, it's little surprise that Paige wrote 8,000 words in"
87,2007,NEWS,Chicago,A,B,C,"  when he didn't mean to.' # "" On a rickshaw ride through Xi'an, guys would ride along next to you on their bikes with briefcases full of"
88,2007,ACAD,Archaeology,A,B,C,"  and some of the famous terracotta warriors in the tomb of Emperor Qin Shihuangdi in Xi'an. This pigment, known as Han or Chinese purple, was a technological wonder"
89,2007,ACAD,Archaeology,A,B,C,"  Accelerator Center. But in 2003 he visited the Museum of the Terracotta Warriors in Xi'an. There, around 1,000 of the 8,000 terracotta warriors in the tomb have been"
90,2007,ACAD,Archaeology,A,B,C,  : The purple on this terracotta warrior from the tomb of Emperor Qin Shihuangdi in Xi'an is one of only three known synthetic blue or purple pigments the ancient world.
91,2006,MAG,Futurist,A,B,C,"  the consumer economy, including Changhong Electric (an electronics supplier to Wal-Mart), Xi'an Aircraft (a Boeing subcontractor), and Hair (an appliance manufacturer)."
92,2002,MAG,NatlReview,A,B,C,"  the homes of these people-in Beijing, in the Manchurian city of Changchun, in Xi'an, Chongqing, Wuhan, Shanghai, Shenzhen, and Hong Kong. # For"
93,2002,ACAD,ArtBulletin,A,B,C,"  composed in 1106-7 on a privately owned water mill he visited near Chang'an (modern Xi'an) as a potential buyer. (n121) On approaching the mill, Shunmin found"
94,2001,NEWS,Denver,A,B,C,"  March 31 and Oct. 13, 2001, featuring Beijing, the Great Wall, Xi'an, the wilds of Sichuan to see giant pandas, Guilin, Shanghai and Suzhou"
95,2001,NEWS,Denver,A,B,C,"  tour along China's Silk Road, Oct. 4-23, featuring Beijing, Shanghai, Xi'an, Hangzhou, Suzhou, Urumqi, Turpan, Jaiyuguan, Dunhuang and Lanzhou."
96,2001,NEWS,Denver,A,B,C,"  Shanghai's mayor. # Then, after swings through China's ancient capital of Xi'an and Beijing, Webb hopes to meet with Chinese Premier Zhu Rongji. Webb and"
97,1999,MAG,SkyTelescope,A,B,C,  was engraved on a series of huge stone tablets that can still be seen at Xi'an today. No older complete version of the Chunqiu exists. Astronomical records from the
98,1999,MAG,SkyTelescope,A,B,C,"  be total at Ch'ang-an, the capital at that time (the modern city of Xi'an), only for values of AT between 3.28 and 3.53 hours. This sets"
99,1997,MOV,The Myth of Fingerprints,A,B,C,"  found other meteorolites in where coffins bottoms that picture in my here I go to Xi'an now, you look for my do not forget belt that picture good good,"
100,1997,TV,The Simpsons,A,B,C,  Look at how disciplined they are. They're just like the terra-cotta warriors of Xi'an. They sure are. [Groaning] That's not so disciplined. - They're
101,1999,FIC,Bk:Serpent ,A,B,C,"  had been exciting. "" Found many clay soldiers. This could be bigger than Xi'an. "" Quinn knew right away that Ferguson was talking about the seven-thousand-strong army of"
102,1999,FIC,Bk:Serpent ,A,B,C,  seven-thousand-strong army of terra-cotta soldiers discovered in an imperial mausoleum near the Chinese city of Xi'an. It was the sort of news Quinn liked to relay to the governing board
103,1998,SPOK,CNN_Worldview ,A,B,C,"  follow Beijing and will accompany stops to Hong Kong; China's ancient capital, Xi'an; and a destination many Chinese call the most beautiful place on Earth: Guilin"
104,1998,NEWS,Denver ,A,B,C,"  is seeking business professionals to instruct business practices to Chinese business people and students in Xi'an Sept. 27-Oct. 16, Oct. 18-Nov. 6 or Nov. 8-27. More dates are planned"
105,1997,ACAD,MusicEduc ,A,B,C,"  to the nursery schools affiliated with them. At the nursery school attached to the Xi'an Conservatory of Music, for example, even two-year-olds perform for their parents on important"
106,1995,MAG,Antiques ,A,B,C,"  in the region of the Tang capital, Chang'an, which corresponds to the modem Xi'an in Shaanxi province. The text on the plaque reveals that it is made from"
